Bin Center,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,p53 het,p53 het,p53 het,p53 het,p53 het,p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het
247200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
247400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
247600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
247800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
248000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
248200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
248400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
248600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
248800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
249000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
249200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
249400,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
249600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
249800,0,0,0,0,0,,0,0.010586,0,0,,,,,,,,,,,,,,
250000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
250200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
250400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
250600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
250800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
251000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
251200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
251400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
251600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
251800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
252000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
252200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
252400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
252600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
252800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
253000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
253200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
253400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
253600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
253800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
254000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
254200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
254400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
254600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
254800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
255000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
255200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
255400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
255600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
255800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
256000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
256200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
256400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
256600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
256800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
257000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
257200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
257400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
257600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
257800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
258000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
258200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
258400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
258600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
258800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
259000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
259200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
259400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
259600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
259800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
260000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
260200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
260400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
260600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
260800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
261000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
261200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
261400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
261600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
261800,0,0,0,0.005764,0,,0,0,0,0,,,,,,,,,,,,,,
262000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
262200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
262400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
262600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
262800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
263000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
263200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
263400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
263600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
263800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
264000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
264200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
264400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
264600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
264800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
265000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
265200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
265400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
265600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
265800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
266000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
266200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
266400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
266600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
266800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
267000,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
267200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
267400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
267600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
267800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
268000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
268200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
268400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
268600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
268800,0,0,0,0.005764,0,,0,0,0,0,,,,,,,,,,,,,,
269000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
269200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
269400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
269600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
269800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
270000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
270200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
270400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
270600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
270800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
271000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
271200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
271400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
271600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
271800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
272000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
272200,0,0,0,0,0,,0.041326,0,0,0,,,,,,,,,,,,,,
272400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
272600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
272800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
273000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
273200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
273400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
273600,0,0,0.015263,0,0,,0,0,0,0,,,,,,,,,,,,,,
273800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
274000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
274200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
274400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
274600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
274800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
275000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
275200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
275400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
275600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
275800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
276000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
276200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
276400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
276600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
276800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
277000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
277200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
277400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
277600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
277800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
278000,0,0.048646,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
278200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
278400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
278600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
278800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
279000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
279200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
279400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
279600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
279800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
280000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
280200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
280400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
280600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
280800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
281000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
281200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
281400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
281600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
281800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
282000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
282200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
282400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
282600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
282800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
283000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
283200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
283400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
283600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
283800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
284000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
284200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
284400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
284600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
284800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
285000,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
285200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
285400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
285600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
285800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
286000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
286200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
286400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
286600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
286800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
287000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
287200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
287400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
287600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
287800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
288000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
288200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
288400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
288600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
288800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
289000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
289200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
289400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
289600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
289800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
290000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
290200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
290400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
290600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
290800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
291000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
291200,0,0,0,0,0,,0,0,0.01796,0,,,,,,,,,,,,,,
291400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
291600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
291800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
292000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
292200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
292400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
292600,0,0,0,0,0,,0,0.010586,0,0,,,,,,,,,,,,,,
292800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
293000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
293200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
293400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
293600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
293800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
294000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
294200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
294400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
294600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
294800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
295000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
295200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
295400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
295600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
295800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
296000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
296200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
296400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
296600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
296800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
297000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
297200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
297400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
297600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
297800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
298000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
298200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
298400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
298600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
298800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
299000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
299200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
299400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
299600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
299800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
300000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
300200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
300400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
300600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
300800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
301000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
301200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
301400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
301600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
301800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
302000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
302200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
302400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
302600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
302800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
303000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
303200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
303400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
303600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
303800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
304000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
304200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
304400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
304600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
304800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
305000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
305200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
305400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
305600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
305800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
306000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
306200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
306400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
306600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
306800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
307000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
307200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
307400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
307600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
307800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
308000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
308200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
308400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
308600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
308800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
309000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
309200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
309400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
309600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
309800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
310000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
310200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
310400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
310600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
310800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
311000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
311200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
311400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
311600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
311800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
312000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
312200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
312400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
312600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
312800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
313000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
313200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
313400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
313600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
313800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
314000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
314200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
314400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
314600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
314800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
315000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
315200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
315400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
315600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
315800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
316000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
316200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
316400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
316600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
316800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
317000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
317200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
317400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
317600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
317800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
318000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
318200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
318400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
318600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
318800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
319000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
319200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
319400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
319600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
319800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
320000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
320200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
320400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
320600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
320800,0.039571,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
321000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
321200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
321400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
321600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
321800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
322000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
322200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
322400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
322600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
322800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
323000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
323200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
